"id","name","name@es","name@ca","code","account_type","reconcile"
"account_assoc_canary_2403","Sitios históricos","Sitios históricos","Sitios históricos","2403","asset_fixed","False"
"account_assoc_canary_2404","Zonas arqueológicas","Zonas arqueológicas","Zonas arqueológicas","2404","asset_fixed","False"
"account_assoc_canary_2405","Participaciones en otras partes vinculadas","Participaciones en otras partes vinculadas","Participaciones en otras partes vinculadas","2405","asset_fixed","False"
"account_assoc_canary_249","Anticipos sobre bienes inmuebles del Patrimonio Histórico","Anticipos sobre bienes inmuebles del Patrimonio Histórico","Anticipos sobre bienes inmuebles del Patrimonio Histórico","249","asset_fixed","False"
"account_assoc_canary_2491","Anticipos sobre archivos del Patrimonio Histórico","Anticipos sobre archivos del Patrimonio Histórico","Anticipos sobre archivos del Patrimonio Histórico","2491","asset_fixed","False"
"account_assoc_canary_2492","Anticipos sobre bibliotecas del Patrimonio Histórico","Anticipos sobre bibliotecas del Patrimonio Histórico","Anticipos sobre bibliotecas del Patrimonio Histórico","2492","asset_fixed","False"
"account_assoc_canary_2493","Anticipos sobre museos del Patrimonio Histórico","Anticipos sobre museos del Patrimonio Histórico","Anticipos sobre museos del Patrimonio Histórico","2493","asset_fixed","False"
"account_assoc_canary_2494","Anticipos sobre bienes muebles del Patrimonio Histórico","Anticipos sobre bienes muebles del Patrimonio Histórico","Anticipos sobre bienes muebles del Patrimonio Histórico","2494","asset_fixed","False"
"account_assoc_canary_2493","Desembolsos pendientes sobre participaciones en empresas del grupo","Desembolsos pendientes sobre participaciones en empresas del grupo","Desembolsos pendientes sobre participaciones en empresas del grupo","2493","asset_fixed","False"
"account_assoc_canary_2494","Desembolsos pendientes sobre participaciones en empresas asociadas","Desembolsos pendientes sobre participaciones en empresas asociadas","Desembolsos pendientes sobre participaciones en empresas asociadas","2494","asset_fixed","False"
"account_assoc_canary_2495","Desembolsos pendientes sobre participaciones en otras partes vinculadas","Desembolsos pendientes sobre participaciones en otras partes vinculadas","Desembolsos pendientes sobre participaciones en otras partes vinculadas","2495","asset_fixed","False"
"account_assoc_canary_255","Activos por derivados financieros","Activos por derivados financieros","Activos por derivados financieros","255","asset_fixed","False"
"account_assoc_canary_2807","Amortización acumulada de derechos sobre activos cedidos en uso","Amortización acumulada de derechos sobre activos cedidos en uso","Amortización acumulada de derechos sobre activos cedidos en uso","2807","asset_fixed","False"
"account_assoc_canary_283","Cesiones de uso del inmovilizado intangible","Cesiones de uso del inmovilizado intangible","Cesiones de uso del inmovilizado intangible","283","asset_fixed","False"
"account_assoc_canary_2831","Cesiones de uso del inmovilizado material","Cesiones de uso del inmovilizado material","Cesiones de uso del inmovilizado material","2831","asset_fixed","False"
"account_assoc_canary_2907","Deterioro del valor sobre activos cedidos en uso","Deterioro del valor sobre activos cedidos en uso","Deterioro del valor sobre activos cedidos en uso","2907","asset_fixed","False"
"account_assoc_canary_2935","Deterioro de valor de participaciones a largo plazo en otras partes vinculadas","Deterioro de valor de participaciones a largo plazo en otras partes vinculadas","Deterioro de valor de participaciones a largo plazo en otras partes vinculadas","2935","asset_fixed","False"
"account_assoc_canary_296","Deterioro de valor de participaciones en el patrimonio neto a largo plazo","Deterioro de  valor de participaciones en el patrimonio neto a largo plazo","Deterioro de  valor de participaciones en el patrimonio neto a largo plazo","296","asset_fixed","False"
"account_assoc_canary_299","Deterioro de valor de bienes del Patrimonio Histórico","Deterioro de valor de bienes del Patrimonio Histórico","Deterioro de valor de bienes del Patrimonio Histórico","299","asset_fixed","False"
"account_assoc_canary_2991","Deterioro de valor de archivos","Deterioro de valor de archivos","Deterioro de valor de archivos","2991","asset_fixed","False"
"account_assoc_canary_2992","Deterioro de valor de bibliotecas","Deterioro de valor de bibliotecas","Deterioro de valor de bibliotecas","2992","asset_fixed","False"
"account_assoc_canary_2993","Deterioro de valor de Museos","Deterioro de valor de Museos","Deterioro de valor de Museos","2993","asset_fixed","False"
"account_assoc_canary_2994","Deterioro de valor de bienes muebles","Deterioro de valor de bienes muebles","Deterioro de valor de bienes muebles","2994","asset_fixed","False"

"account_assoc_canary_412","Beneficiarios, acreedores","Beneficiarios, acreedores","Beneficiarios, acreedores",412,"liability_payable","True"
"account_assoc_canary_447","Usuarios, deudores","Usuarios, deudores","Usuarios, deudores",447,"asset_receivable","True"
"account_assoc_canary_448","Patrocinadores","Patrocinadores","Patrocinadores",448,"asset_receivable","True"
"account_assoc_canary_4482","Afiliados","Afiliados","Afiliados",4482,"asset_receivable","True"
"account_assoc_canary_4489","Otros deudores","Otros deudores","Otros deudores",4489,"asset_receivable","True"
"account_assoc_canary_464","Entregas para gastos a justificar","Entregas para gastos a justificar","Entregas para gastos a justificar",464,"asset_receivable","True"
"account_common_canary_4707","Hacienda Pública, deudora por colaboración en la entrega y distribución de subvenciones (art.12 Ley de Subvenciones)","Hacienda Pública, deudora por colaboración en la entrega y distribución de subvenciones (art.12 Ley de Subvenciones)","Hacienda Pública, deudora por colaboración en la entrega y distribución de subvenciones (art.12 Ley de Subvenciones)",4707,"asset_receivable","True"
"account_assoc_canary_47071","Hacienda Pública, deudora por IGIC régimen transitorio circulante","Hacienda Pública, deudora por IGIC régimen transitorio circulante","Hacienda Pública, deudora por IGIC régimen transitorio circulante",47071,"asset_current","False"
"account_assoc_canary_47072","Hacienda Pública, deudora por IGIC régimen transitorio inversión","Hacienda Pública, deudora por IGIC régimen transitorio inversión","Hacienda Pública, deudora por IGIC régimen transitorio inversión",47072,"asset_current","False"
"account_common_canary_4727","Hacienda Pública. IGIC Soportado","Hacienda Pública. IGIC Soportado","Hacienda Pública. IGIC Soportado",4727,"asset_current","False"
"account_common_canary_4757","Hacienda Pública, acreedora por subvenciones recibidas en concepto de entidad colaboradora (art.12 Ley de Subvenciones)","Hacienda Pública, acreedora por subvenciones recibidas en concepto de entidad colaboradora (art.12 Ley de Subvenciones)","Hacienda Pública, acreedora por subvenciones recibidas en concepto de entidad colaboradora (art.12 Ley de Subvenciones)",4757,"asset_receivable","True"
"account_common_canary_4777","Hacienda Pública. IGIC Repercutido","Hacienda Pública. IGIC Repercutido","Hacienda Pública. IGIC Repercutido",4777,"liability_current","False"
"account_assoc_canary_490","Deterioro de valor de créditos por operaciones de la actividad","Deterioro de valor de créditos por operaciones de la actividad","Deterioro de valor de créditos por operaciones de la actividad",490,"liability_current","False"

"account_assoc_502","Current liability-classified shares or equity holdings","Acciones o participaciones a corto plazo consideradas como pasivos financieros","Accions o participacions a curt termini considerades passius financers","502","liability_current","False"
"account_assoc_521","Current payables","Deudas a corto plazo","Deutes a curt termini","521","liability_current","False"
"account_assoc_526","Dividend payable","Dividendo activo a pagar","Dividend actiu a pagar","526","liability_payable","True"

"account_assoc_canary_551","Cuenta corriente con patronos y otros","Cuenta corriente con patronos y otros","Cuenta corriente con patronos y otros",551,"asset_current","False"

"account_assoc_5585","Receivable on called-up liability-classified shares or equity holdings","Socios por desembolsos exigidos sobre acciones o participaciones consideradas como pasivos financieros","Socis per desemborsaments exigits sobre accions o participacions considerades passius financers","5585","liability_current","False"

"account_assoc_canary_5935","Deterioro de valor de participaciones a corto plazo en otras partes vinculadas","Deterioro de valor de participaciones a corto plazo en otras partes vinculadas","Deterioro de valor de participaciones a corto plazo en otras partes vinculadas",5935,"asset_current","False"
"account_assoc_canary_596","Deterioro de valor de participaciones a corto plazo","Deterioro de valor de participaciones a corto plazo","Deterioro de valor de participaciones a corto plazo",596,"asset_current","False"

"account_assoc_canary_6343","Ajustes negativos en IGIC de circulante","Ajustes negativos en IGIC de circulante","Ajustes negativos en IGIC de circulante",6343,"expense","False"
"account_assoc_canary_6344","Ajustes negativos en IGIC de inversión","Ajustes negativos en IGIC de inversión","Ajustes negativos en IGIC de inversión",6344,"expense","False"
"account_assoc_canary_6393","Ajustes positivos en IGIC de circulante","Ajustes positivos en IGIC de circulante","Ajustes positivos en IGIC de circulante",6393,"expense","False"
"account_assoc_canary_6394","Ajustes positivos en IGIC de inversión","Ajustes positivos en IGIC de inversión","Ajustes positivos en IGIC de inversión",6394,"expense","False"

"account_assoc_canary_650","Pérdidas de créditos comerciales incobrables","Pérdidas de créditos comerciales incobrables","Pérdidas de créditos comerciales incobrables",650,"expense","False"
"account_assoc_canary_6501","Ayudas monetarias individuales","Ayudas monetarias individuales","Ayudas monetarias individuales",6501,"expense","False"
"account_assoc_canary_6502","Ayudas monetarias a entidades","Ayudas monetarias a entidades","Ayudas monetarias a entidades",6502,"expense","False"
"account_assoc_canary_6503","Ayudas monetarias realizadas a través de otras entidades o centros","Ayudas monetarias realizadas a través de otras entidades o centros","Ayudas monetarias realizadas a través de otras entidades o centros",6503,"expense","False"
"account_assoc_canary_6504","Ayudas monetarias de cooperación internacional","Ayudas monetarias de cooperación internacional","Ayudas monetarias de cooperación internacional",6504,"expense","False"
"account_assoc_canary_651","Beneficio transferido (gestor)","Beneficio transferido (gestor)","Beneficio transferido (gestor)",651,"expense","False"
"account_assoc_canary_6511","Ayudas no monetarias individuales","Ayudas no monetarias individuales","Ayudas no monetarias individuales",6511,"expense","False"
"account_assoc_canary_6512","Ayudas no monetarias a entidades","Ayudas no monetarias a entidades","Ayudas no monetarias a entidades",6512,"expense","False"
"account_assoc_canary_6513","Ayudas no monetarias realizadas a través de otras entidades o centros","Ayudas no monetarias realizadas a través de otras entidades o centros","Ayudas no monetarias realizadas a través de otras entidades o centros",6513,"expense","False"
"account_assoc_canary_6514","Ayudas no monetarias de cooperación internacional","Ayudas no monetarias de cooperación internacional","Ayudas no monetarias de cooperación internacional",6514,"expense","False"
"account_assoc_canary_653","Compensación de gastos por prestaciones de colaboración","Compensación de gastos por prestaciones de colaboración","Compensación de gastos por prestaciones de colaboración",653,"expense","False"
"account_assoc_canary_654","Reembolsos de gastos al órgano de gobierno","Reembolsos de gastos al órgano de gobierno","Reembolsos de gastos al órgano de gobierno",654,"expense","False"
"account_assoc_canary_655","Pérdidas de créditos derivados de la actividad incobrables","Pérdidas de créditos derivados de la actividad incobrables","Pérdidas de créditos derivados de la actividad incobrables",655,"expense","False"
"account_assoc_canary_656","Beneficio transferido (gestor)","Beneficio transferido (gestor)","Beneficio transferido (gestor)",656,"expense","False"
"account_assoc_canary_6561","Pérdida soportada(partícipe o asociado no gestor)","Pérdida soportada(partícipe o asociado no gestor)","Pérdida soportada(partícipe o asociado no gestor)",6561,"expense","False"
"account_assoc_canary_658","Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad","Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad","Reintegro de subvenciones, donaciones y legados recibidos, afectos a la actividad propia de la entidad",658,"expense","False"
"account_assoc_canary_659","Otras pérdidas en gestión corriente","Otras pérdidas en gestión corriente","Otras pérdidas en gestión corriente",659,"expense","False"
"account_assoc_canary_663","Pérdidas por valoración de instrumentos financieros por su valor razonable","Pérdidas por valoración de instrumentos financieros por su valor razonable","Pérdidas por valoración de instrumentos financieros por su valor razonable",663,"expense","False"
"account_assoc_canary_671","Pérdidas procedentes del inmovilizado material","Pérdidas procedentes del inmovilizado material","Pérdidas procedentes del inmovilizado material",671,"expense","False"
"account_assoc_canary_6711","Pérdidas procedentes de bienes del Patrimonio Histórico","Pérdidas procedentes de bienes del Patrimonio Histórico","Pérdidas procedentes de bienes del Patrimonio Histórico",6711,"expense","False"
"account_assoc_canary_691","Pérdidas por deterioro del inmovilizado material","Pérdidas por deterioro del inmovilizado material","Pérdidas por deterioro del inmovilizado material",691,"expense","False"
"account_assoc_canary_6911","Pérdidas por deterioro de bienes del Patrimonio Histórico","Pérdidas por deterioro de bienes del Patrimonio Histórico","Pérdidas por deterioro de bienes del Patrimonio Histórico",6911,"expense","False"
"account_assoc_canary_694","Pérdidas por deterioro de créditos por operaciones de la actividad","Pérdidas por deterioro de créditos por operaciones de la actividad","Pérdidas por deterioro de créditos por operaciones de la actividad",694,"expense","False"
"account_assoc_canary_720","Cuotas de asociados y afiliados","Cuotas de asociados y afiliados","Cuotas de asociados y afiliados",720,"income","False"
"account_assoc_canary_721","Cuotas de usuarios","Cuotas de usuarios","Cuotas de usuarios",721,"income","False"
"account_assoc_canary_722","Promociones de captación de recursos","Promociones de captación de recursos","Promociones de captación de recursos",722,"income","False"
"account_assoc_canary_723","Patrocinio","Patrocinio","Patrocinio",723,"income","False"
"account_assoc_canary_7231","Patrocinio publicitario","Patrocinio publicitario","Patrocinio publicitario",7231,"income","False"
"account_assoc_canary_7233","Colaboraciones empresariales","Colaboraciones empresariales","Colaboraciones empresariales",7233,"income","False"
"account_assoc_canary_728","Ingresos por reintegro de ayudas y asignaciones","Ingresos por reintegro de ayudas y asignaciones","Ingresos por reintegro de ayudas y asignaciones",728,"income","False"
"account_assoc_canary_763","Beneficios por valoración de instrumentos financieros por su valor razonable","Beneficios por valoración de instrumentos financieros por su valor razonable","Beneficios por valoración de instrumentos financieros por su valor razonable",763,"income","False"
"account_assoc_canary_791","Reversión del deterioro del inmovilizado material","Reversión del deterioro del inmovilizado material","Reversión del deterioro del inmovilizado material",791,"income","False"
"account_assoc_canary_794","Reversión del deterioro de créditos por operaciones de la actividad","Reversión del deterioro de créditos por operaciones de la actividad","Reversión del deterioro de créditos por operaciones de la actividad",794,"income","False"
"account_assoc_canary_7962","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras partes vinculadas",7962,"income","False"
"account_assoc_canary_7963","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas","Reversión del deterioro de participaciones en instrumentos de patrimonio neto a largo plazo, otras empresas",7963,"income","False"
