id,alignment,apply_sign,bool_no,bool_yes,conditional_expression,decimal_size,export_config_id:id,export_type,expression,fixed_value,name,sequence,size,subconfig_id:id
aeat_mod390_2024_sub02_bis_export_line_07,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 664).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0% - Cuota [664]","7","17",
aeat_mod390_2024_sub02_bis_export_line_08,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 691).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0,26% - Base imponible [691]","8","17",
aeat_mod390_2024_sub02_bis_export_line_09,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 692).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0,26% - Cuota [692]","9","17",
aeat_mod390_2024_sub02_bis_export_line_10,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 35).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0,5% - Base imponible [35]","10","17",
aeat_mod390_2024_sub02_bis_export_line_11,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 36).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0,5% - Cuota [36]","11","17",
aeat_mod390_2024_sub02_bis_export_line_12,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 665).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0,62% - Base imponible [665]","12","17",
aeat_mod390_2024_sub02_bis_export_line_13,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 666).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 0,62% - Cuota [666]","13","17",
aeat_mod390_2024_sub02_bis_export_line_14,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 693).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 1% - Base imponible [693]","14","17",
aeat_mod390_2024_sub02_bis_export_line_15,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 694).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 1% - Cuota [694]","15","17",
aeat_mod390_2024_sub02_bis_export_line_16,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 599).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 1,4% - Base imponible [599]","16","17",
aeat_mod390_2024_sub02_bis_export_line_17,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 600).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 1,4% - Cuota [600]","17","17",
aeat_mod390_2024_sub02_bis_export_line_18,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 601).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 5,2% - Base imponible [601]","18","17",
aeat_mod390_2024_sub02_bis_export_line_19,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 602).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 5,2% - Cuota [602]","19","17",
aeat_mod390_2024_sub02_bis_export_line_20,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 41).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 1,75% - Base imponible [41]","20","17",
aeat_mod390_2024_sub02_bis_export_line_21,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 42).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Recargo de equivalencia - Tipo 1,75% - Cuota [42]","21","17",
aeat_mod390_2024_sub02_bis_export_line_22,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 43).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Modific. recargo equivalencia - Base imponible [43]","22","17",
aeat_mod390_2024_sub02_bis_export_line_23,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 44).amount}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Modific. recargo equivalencia - Cuota [44]","23","17",
aeat_mod390_2024_sub02_bis_export_line_24,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Modific. recargo equiv. Concurso acreedores - Base imponible [45]","24","17",
aeat_mod390_2024_sub02_bis_export_line_25,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float",,"0","5. Operaciones Reg. Gral. - Base Imponible y cuota - Modific. recargo equiv. Concurso acreedores - Cuota [46]","25","17",
aeat_mod390_2024_sub02_bis_export_line_26,"right","True",,,,"2","aeat_mod390_2024_sub02_bis_export_config","float","${object.casilla_47}",,"5. Operaciones Reg. Gral. - Base Imponible y cuota - Total cuotas IVA y recargo equivalencia [47]","26","17",
aeat_mod390_2024_sub02_bis_export_line_27,"left",,,,,,"aeat_mod390_2024_sub02_bis_export_config","string",,,"Reservado para la A.E.A.T. (Dejar en blanco)","27","150",
aeat_mod390_2024_sub02_bis_export_line_28,"left",,,,,,"aeat_mod390_2024_sub02_bis_export_config","string",,"</T39002B00>","Indicador de fin de registro: </T39002B00>","28","12",
aeat_mod390_2024_sub03_export_line_01,"left",,,,,,"aeat_mod390_2024_sub03_export_config","string",,"<T","Constante: <T","1","2",
aeat_mod390_2024_sub03_export_line_02,"left",,,,,,"aeat_mod390_2024_sub03_export_config","string",,"390","Constante: 390","2","3",
aeat_mod390_2024_sub03_export_line_03,"left",,,,,,"aeat_mod390_2024_sub03_export_config","string",,"03","Página","3","2",
aeat_mod390_2024_sub03_export_line_04,"left",,,,,,"aeat_mod390_2024_sub03_export_config","string",,"000>","Constante: 000>","4","4",
aeat_mod390_2024_sub03_export_line_05,"left",,,,,,"aeat_mod390_2024_sub03_export_config","string",,,"Indicador de página complementaria: En blanco","5","1",
aeat_mod390_2024_sub03_export_line_06,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 695).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 2% - Base imponible [695]","6","17",
aeat_mod390_2024_sub03_export_line_07,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 696).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 2% - Cuota [696]","7","17",
aeat_mod390_2024_sub03_export_line_08,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 190).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 4% - Base imponible [190]","8","17",
aeat_mod390_2024_sub03_export_line_09,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 191).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 4% - Cuota [191]","9","17",
aeat_mod390_2024_sub03_export_line_10,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 724).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 5% - Base imponible [724]","10","17",
aeat_mod390_2024_sub03_export_line_11,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 725).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 5% - Cuota [725]","11","17",
aeat_mod390_2024_sub03_export_line_12,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 697).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 7.5% - Base imponible [697]","12","17",
aeat_mod390_2024_sub03_export_line_13,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 698).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 7.5% - Cuota [698]","13","17",
aeat_mod390_2024_sub03_export_line_14,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 603).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 10% - Base imponible [603]","14","17",
aeat_mod390_2024_sub03_export_line_15,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 604).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 10% - Cuota [604]","15","17",
aeat_mod390_2024_sub03_export_line_16,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 605).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 21% - Base imponible [605]","16","17",
aeat_mod390_2024_sub03_export_line_17,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 606).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. corrientes bienes y servic. - Tipo 21% - Cuota [606]","17","17",
aeat_mod390_2024_sub03_export_line_18,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.casilla_48}",,"5. Operaciones Reg. Gral. - IVA deducible - Total oper. inter. corrientes bienes y servic. - Base imponible [48]","18","17",
aeat_mod390_2024_sub03_export_line_19,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.casilla_49}",,"5. Operaciones Reg. Gral. - IVA deducible - Total oper. inter. corrientes bienes y servic. - Cuota [49]","19","17",
aeat_mod390_2024_sub03_export_line_20,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 2% - Base imponible [745]","20","17",
aeat_mod390_2024_sub03_export_line_21,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 2% - Cuota [746]","21","17",
aeat_mod390_2024_sub03_export_line_22,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 4% - Base imponible [506]","22","17",
aeat_mod390_2024_sub03_export_line_23,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 4% - Cuota [507]","23","17",
aeat_mod390_2024_sub03_export_line_24,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 5% - Base imponible [726]","24","17",
aeat_mod390_2024_sub03_export_line_25,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 5% - Cuota [727]","25","17",
aeat_mod390_2024_sub03_export_line_26,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 7.5% - Base imponible [747]","26","17",
aeat_mod390_2024_sub03_export_line_27,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 7.5% - Cuota [748]","27","17",
aeat_mod390_2024_sub03_export_line_28,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 10% - Base imponible [607]","28","17",
aeat_mod390_2024_sub03_export_line_29,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 10% - Cuota [608]","29","17",
aeat_mod390_2024_sub03_export_line_30,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 21% - Base imponible [609]","30","17",
aeat_mod390_2024_sub03_export_line_31,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intragrupo corrientes - Tipo 21% - Cuota [610]","31","17",
aeat_mod390_2024_sub03_export_line_32,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Total oper. intragrupo corrientes - Base imponible [512]","32","17",
aeat_mod390_2024_sub03_export_line_33,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Total oper. intragrupo corrientes - Cuota [513]","33","17",
aeat_mod390_2024_sub03_export_line_34,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 2% - Base imponible [749]","34","17",
aeat_mod390_2024_sub03_export_line_35,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 2% - Cuota [750]","35","17",
aeat_mod390_2024_sub03_export_line_36,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 196).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 4% - Base imponible [196]","36","17",
aeat_mod390_2024_sub03_export_line_37,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 197).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 4% - Cuota [197]","37","17",
aeat_mod390_2024_sub03_export_line_38,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 5% - Base imponible [728]","38","17",
aeat_mod390_2024_sub03_export_line_39,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 5% - Cuota [729]","39","17",
aeat_mod390_2024_sub03_export_line_40,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 7.5% - Base imponible [751]","40","17",
aeat_mod390_2024_sub03_export_line_41,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 7.5% - Cuota [752]","41","17",
aeat_mod390_2024_sub03_export_line_42,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 611).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 10% - Base imponible [611]","42","17",
aeat_mod390_2024_sub03_export_line_43,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 612).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 10% - Cuota [612]","43","17",
aeat_mod390_2024_sub03_export_line_44,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 613).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 21% - Base imponible [613]","44","17",
aeat_mod390_2024_sub03_export_line_45,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 614).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Oper. inter. bienes de inversion - Tipo 21% - Cuota [614]","45","17",
aeat_mod390_2024_sub03_export_line_46,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.casilla_50}",,"5. Operaciones Reg. Gral. - IVA deducible - Total oper. inter. bienes de inversion - Base imponible [50]","46","17",
aeat_mod390_2024_sub03_export_line_47,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.casilla_51}",,"5. Operaciones Reg. Gral. - IVA deducible - Total oper. inter. bienes de inversion - Cuota [51]","47","17",
aeat_mod390_2024_sub03_export_line_48,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 2% - Base imponible [753]","48","17",
aeat_mod390_2024_sub03_export_line_49,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 2% - Cuota [754]","49","17",
aeat_mod390_2024_sub03_export_line_50,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 4% - Base imponible [514]","50","17",
aeat_mod390_2024_sub03_export_line_51,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 4% - Cuota [515]","51","17",
aeat_mod390_2024_sub03_export_line_52,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 5% - Base imponible [730]","52","17",
aeat_mod390_2024_sub03_export_line_53,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 5% - Cuota [731]","53","17",
aeat_mod390_2024_sub03_export_line_54,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 7.5% - Base imponible [755]","54","17",
aeat_mod390_2024_sub03_export_line_55,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 7.5% - Cuota [756]","55","17",
aeat_mod390_2024_sub03_export_line_56,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 10% - Base imponible [615]","56","17",
aeat_mod390_2024_sub03_export_line_57,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 10% - Cuota [616]","57","17",
aeat_mod390_2024_sub03_export_line_58,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 21% - Base imponible [617]","58","17",
aeat_mod390_2024_sub03_export_line_59,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Oper. intra. bienes de inversion - Tipo 21% - Cuota [618]","59","17",
aeat_mod390_2024_sub03_export_line_60,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Total oper. intra. bienes de inversion - Base imponible [520]","60","17",
aeat_mod390_2024_sub03_export_line_61,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Total oper. intra. bienes de inversion - Cuota [521]","61","17",
aeat_mod390_2024_sub03_export_line_62,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 757).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 2% - Base imponible [757]","62","17",
aeat_mod390_2024_sub03_export_line_63,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 758).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 2% - Cuota [758]","63","17",
aeat_mod390_2024_sub03_export_line_64,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 202).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 4% - Base imponible [202]","64","17",
aeat_mod390_2024_sub03_export_line_65,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 203).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 4% - Cuota [203]","65","17",
aeat_mod390_2024_sub03_export_line_66,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 5% - Base imponible [732]","66","17",
aeat_mod390_2024_sub03_export_line_67,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 5% - Cuota [733]","67","17",
aeat_mod390_2024_sub03_export_line_68,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 759).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 7.5% - Base imponible [759]","68","17",
aeat_mod390_2024_sub03_export_line_69,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 760).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 7.5% - Cuota [760]","69","17",
aeat_mod390_2024_sub03_export_line_70,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 619).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 10% - Base imponible [619]","70","17",
aeat_mod390_2024_sub03_export_line_71,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 620).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 10% - Cuota [620]","71","17",
aeat_mod390_2024_sub03_export_line_72,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 621).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 21% - Base imponible [621]","72","17",
aeat_mod390_2024_sub03_export_line_73,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 622).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Import. bienes corrientes - Tipo 21% - Cuota [622]","73","17",
aeat_mod390_2024_sub03_export_line_74,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.casilla_52}",,"5. Operaciones Reg. Gral. - IVA deducible - Total import. bienes corrientes - Base imponible [52]","74","17",
aeat_mod390_2024_sub03_export_line_75,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.casilla_53}",,"5. Operaciones Reg. Gral. - IVA deducible - Total import. bienes corrientes - Cuota [53]","75","17",
aeat_mod390_2024_sub03_export_line_76,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 2% - Base imponible [761]","76","17",
aeat_mod390_2024_sub03_export_line_77,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 2% - Cuota [762]","77","17",
aeat_mod390_2024_sub03_export_line_78,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 208).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 4% - Base imponible [208]","78","17",
aeat_mod390_2024_sub03_export_line_79,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 209).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 4% - Cuota [209]","79","17",
aeat_mod390_2024_sub03_export_line_80,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 5% - Base imponible [734]","80","17",
aeat_mod390_2024_sub03_export_line_81,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 5% - Cuota [735]","81","17",
aeat_mod390_2024_sub03_export_line_82,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 7.5% - Base imponible [763]","82","17",
aeat_mod390_2024_sub03_export_line_83,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float",,"0","5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 7.5% - Cuota [764]","83","17",
aeat_mod390_2024_sub03_export_line_84,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 623).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 10% - Base imponible [623]","84","17",
aeat_mod390_2024_sub03_export_line_85,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 624).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 10% - Cuota [624]","85","17",
aeat_mod390_2024_sub03_export_line_86,"right","True",,,,"2","aeat_mod390_2024_sub03_export_config","float","${object.tax_line_ids.filtered(lambda r: r.field_number == 625).amount}",,"5. Operaciones Reg. Gral. - IVA deducible - Importacion bienes inversion - Tipo 21% - Base imponible [625]","86","17",
